id|date|price|bedrooms|bathrooms|sqft_living|sqft_lot|floors|waterfront|view|condition|grade|sqft_above|sqft_basement|yr_built|yr_renovated|zipcode|lat|long|sqft_living15|sqft_lot15
"9432900180"|"20140714T000000"|307999|4|2.75|2420|8438|"2"|0|0|3|8|2420|0|1996|0|"98022"|47.2091|-122.009|2420|8580
"0142000165"|"20140507T000000"|749950|4|2.75|2600|6050|"2"|0|0|5|8|1960|640|1949|0|"98116"|47.5656|-122.4|1990|6050
"6145600410"|"20140711T000000"|290000|2|1|840|3844|"1"|0|0|4|6|840|0|1919|0|"98133"|47.7048|-122.347|1040|3844
"2599001500"|"20140712T000000"|235000|3|1.75|1420|7920|"1"|0|0|4|7|1420|0|1962|0|"98092"|47.2931|-122.188|1420|7920
"1721801010"|"20140903T000000"|225000|3|1|1790|6120|"1"|0|0|3|6|1790|0|1937|1964|"98146"|47.508|-122.337|830|6120
"1721801010"|"20150424T000000"|302100|3|1|1790|6120|"1"|0|0|3|6|1790|0|1937|1964|"98146"|47.508|-122.337|830|6120
"5101404491"|"20150212T000000"|520000|2|1|1340|6380|"1"|0|0|3|7|890|450|1939|0|"98115"|47.697|-122.313|1380|6380
"0326049111"|"20140626T000000"|285000|2|1|1010|7200|"1"|0|0|3|7|1010|0|1975|0|"98155"|47.7651|-122.291|1890|9248
"1785400300"|"20140821T000000"|525000|3|2|1640|15258|"1"|0|0|3|8|1640|0|1981|0|"98074"|47.6301|-122.037|1640|16345
"1310980580"|"20150319T000000"|374900|5|2.75|2980|8500|"1"|0|0|3|8|1540|1440|1982|0|"98032"|47.3641|-122.278|2310|8500
"6632300230"|"20141006T000000"|377500|3|2|1370|7200|"1"|0|0|3|7|1130|240|1926|1955|"98125"|47.7329|-122.308|1300|7208
"9324800650"|"20150427T000000"|587450|3|2.25|2190|8775|"1.5"|0|1|4|8|2190|0|1927|0|"98125"|47.7303|-122.287|1910|8145
"2188201010"|"20150121T000000"|245000|3|2.25|1530|12000|"1"|0|0|3|7|1070|460|1979|0|"98023"|47.2715|-122.338|2140|13636
"7137910360"|"20140729T000000"|200000|3|2|1290|5757|"1"|0|0|3|7|1290|0|1994|0|"98092"|47.3175|-122.17|1580|6798
"0125069038"|"20141125T000000"|2.14e+006|4|3.75|5150|453895|"2"|0|3|3|11|4360|790|1997|0|"98053"|47.6795|-121.991|2500|215186
"9465910150"|"20141109T000000"|607000|3|2.5|2470|9226|"2"|0|0|3|9|2470|0|1991|0|"98072"|47.7439|-122.17|2820|11013
"0724069023"|"20150414T000000"|1.247e+006|1|1.25|1810|5070|"1.5"|1|4|4|8|1230|580|1967|0|"98075"|47.5814|-122.081|2280|5070
"6600220150"|"20150310T000000"|549950|4|2.5|2230|14694|"1"|0|0|4|7|1180|1050|1981|0|"98074"|47.6305|-122.034|1470|13458
"7227800025"|"20141118T000000"|250000|3|3|2300|7701|"1"|0|0|3|7|2300|0|1960|0|"98056"|47.5102|-122.18|1570|8116
"3905040220"|"20140509T000000"|525000|3|2.5|2030|6970|"2"|0|0|4|8|2030|0|1991|0|"98029"|47.5718|-121.999|2000|6140
"5072300210"|"20140624T000000"|440000|3|1.75|2000|9900|"1"|0|2|4|8|1480|520|1957|0|"98166"|47.4436|-122.339|2310|10200
"0121039042"|"20150313T000000"|425000|3|2.75|3610|107386|"1.5"|1|3|3|8|3130|480|1918|1962|"98023"|47.3351|-122.362|2630|42126
"6705870120"|"20140701T000000"|739900|5|2.5|3290|5029|"2"|0|0|3|8|3290|0|2004|0|"98075"|47.5773|-122.056|2990|6441
"1109000040"|"20140528T000000"|315000|3|2|1300|3731|"1"|0|0|3|7|900|400|1993|0|"98118"|47.5374|-122.27|1300|3731
"9358001590"|"20150303T000000"|340000|5|1|1880|3774|"1.5"|0|0|3|6|1360|520|1917|0|"98126"|47.566|-122.37|1420|2550
"0705700580"|"20150501T000000"|366000|4|2.75|2170|9743|"2"|0|0|3|7|2170|0|1995|0|"98038"|47.3814|-122.024|1670|7734
"4343800100"|"20141021T000000"|315000|3|1.75|1680|7250|"1"|0|0|3|7|930|750|1952|0|"98133"|47.7201|-122.35|1340|7250
"3343900781"|"20141027T000000"|299000|3|1.5|1190|9135|"1"|0|0|4|7|1190|0|1959|0|"98056"|47.5164|-122.189|1520|9146
"1062100085"|"20141113T000000"|350000|2|1|940|5000|"1"|0|0|3|7|940|0|1950|0|"98155"|47.7518|-122.279|1800|7400
"6821101827"|"20141105T000000"|340000|2|1.75|1010|1461|"1"|0|0|3|7|670|340|2003|0|"98199"|47.6515|-122.4|1500|2499
"3901100015"|"20141230T000000"|460000|3|1.75|1290|8580|"1"|0|0|4|7|1290|0|1962|0|"98033"|47.6707|-122.174|1840|8580
"9500900110"|"20140731T000000"|224000|3|1.5|1480|10588|"1"|0|0|3|7|1480|0|1957|0|"98002"|47.2872|-122.212|1370|10588
"4006000401"|"20140811T000000"|140000|2|1|900|6400|"1"|0|0|2|6|900|0|1940|0|"98118"|47.5287|-122.281|1350|6405
"1218000025"|"20141013T000000"|246000|4|2|1400|7632|"1.5"|0|0|5|6|1400|0|1930|0|"98166"|47.4625|-122.345|1400|7632
"1875500040"|"20150127T000000"|330000|3|2.5|2040|14071|"2"|0|0|3|7|2040|0|1995|0|"98019"|47.7278|-121.963|1890|14040
"7955000210"|"20140709T000000"|306000|3|1|1450|7200|"1"|0|0|3|7|1010|440|1969|0|"98034"|47.7311|-122.199|1500|6767
"7568700175"|"20140604T000000"|324950|3|1|1210|7440|"1"|0|0|3|7|1210|0|1949|0|"98155"|47.7402|-122.323|1120|7440
"3410600100"|"20140613T000000"|345000|2|1.5|1800|26615|"1"|0|0|5|7|1240|560|1987|0|"98092"|47.302|-122.123|2010|26337
"0923049378"|"20140508T000000"|207000|3|1|1490|8995|"1"|0|0|4|7|1490|0|1954|0|"98168"|47.4901|-122.303|1490|9000
"0420000085"|"20140827T000000"|238000|3|1|1240|5700|"1.5"|0|0|5|6|1240|0|1953|0|"98056"|47.4927|-122.169|1140|5700
"2817210210"|"20150401T000000"|695000|3|2|2632|18743|"2"|0|3|3|10|2632|0|2000|0|"98070"|47.3743|-122.421|1970|14171
"2141340040"|"20140911T000000"|649950|3|2.5|2150|15304|"2"|0|0|4|9|2150|0|1979|0|"98006"|47.5573|-122.136|2540|10507
"0714000315"|"20150414T000000"|515000|3|2.75|1710|9448|"1"|0|0|3|7|1010|700|1947|0|"98105"|47.6693|-122.267|1960|8951
"0263000040"|"20141001T000000"|452000|3|2.5|1530|5032|"2"|0|0|3|7|1530|0|1998|0|"98103"|47.6985|-122.349|1450|2136
"1721801161"|"20141030T000000"|236000|4|2.5|1630|3060|"2"|0|0|3|7|1630|0|2003|0|"98146"|47.5072|-122.336|1270|4590
"4139490210"|"20140730T000000"|1.285e+006|4|3.5|4080|14450|"2"|0|2|3|12|3210|870|1998|0|"98006"|47.5519|-122.106|4080|12114
"6790900110"|"20140610T000000"|563000|3|2.75|2340|16500|"1"|0|0|4|8|1500|840|1972|0|"98075"|47.5952|-122.051|2210|15251
"1775800220"|"20150402T000000"|410988|3|1.75|1000|14061|"1"|0|0|4|7|1000|0|1967|0|"98072"|47.7417|-122.093|1260|12635
"2569500210"|"20141117T000000"|339950|0|2.5|2290|8319|"2"|0|0|3|8|2290|0|1985|0|"98042"|47.3473|-122.151|2500|8751
"4141000490"|"20141021T000000"|1.2e+006|4|2.5|3180|13118|"2"|0|0|4|11|3180|0|1986|0|"98040"|47.5382|-122.23|3070|12861
"8078100120"|"20150319T000000"|340000|4|2.5|2170|19785|"2"|0|0|3|8|2170|0|1992|0|"98031"|47.4034|-122.167|2280|8616
"3034200666"|"20141107T000000"|808100|4|3.25|3020|13457|"1"|0|0|5|9|3020|0|1956|0|"98133"|47.7174|-122.336|2120|7553
"8892900210"|"20140609T000000"|236000|3|1.75|1330|6301|"1"|0|0|3|7|1330|0|1998|0|"98002"|47.3411|-122.219|1330|6144
"7399000360"|"20150513T000000"|330000|4|1.75|1720|8300|"1"|0|0|4|8|1720|0|1965|0|"98055"|47.4654|-122.194|1840|8300
"3491300082"|"20150127T000000"|799990|4|3.5|2540|5808|"2"|0|0|5|8|1820|720|1910|1986|"98117"|47.6857|-122.376|1520|5461
"2310060040"|"20140925T000000"|240000|0|2.5|1810|5669|"2"|0|0|3|7|1810|0|2003|0|"98038"|47.3493|-122.053|1810|5685
"0323059146"|"20150417T000000"|343000|3|1|1410|18600|"1"|0|0|5|7|1410|0|1960|0|"98059"|47.5031|-122.152|1610|24941
"1079350090"|"20140617T000000"|332000|3|2.5|1530|9406|"1"|0|0|3|7|1270|260|1993|0|"98059"|47.4852|-122.162|1700|7682
"0098000740"|"20150401T000000"|945000|5|3.5|4380|14925|"2"|0|0|3|11|4380|0|2003|0|"98075"|47.5848|-121.969|4310|14633
"5126400150"|"20140617T000000"|239950|3|1|1140|8366|"1"|0|0|5|6|1140|0|1943|0|"98058"|47.4768|-122.177|960|7200
"8815400165"|"20150303T000000"|674000|5|1.75|2110|5000|"1.5"|0|0|4|7|1250|860|1946|0|"98115"|47.6745|-122.287|1720|5000
"0421000555"|"20140520T000000"|200000|3|1|1050|5000|"1"|0|0|4|6|1050|0|1967|0|"98056"|47.4923|-122.165|1050|5200
"0686300930"|"20150305T000000"|453000|3|1.75|1600|7232|"1"|0|0|3|8|1600|0|1966|0|"98008"|47.6293|-122.121|1970|8120
"2744600040"|"20140614T000000"|330000|3|1.75|1430|8865|"1"|0|0|3|7|1430|0|1950|0|"98125"|47.7331|-122.299|1250|8154
"3832070040"|"20150416T000000"|285000|4|2.5|1996|4547|"2"|0|0|3|7|1996|0|2009|0|"98042"|47.3365|-122.051|2180|5127
"7305300090"|"20141106T000000"|338000|4|1.75|1530|8152|"1"|0|0|5|6|910|620|1948|0|"98155"|47.7557|-122.328|1310|8152
"7452500730"|"20150424T000000"|264950|2|1|1000|6000|"1"|0|0|3|6|1000|0|1951|0|"98126"|47.5208|-122.372|1250|6000
"1824059079"|"20150311T000000"|880000|4|2|2530|10800|"1"|0|0|5|8|1350|1180|1954|0|"98040"|47.5705|-122.225|2960|12150
"3438503426"|"20150406T000000"|209500|3|1.5|970|5488|"1"|0|0|3|7|970|0|1976|0|"98106"|47.5366|-122.359|1040|5488
"8948500025"|"20150425T000000"|380000|4|2.5|2400|9398|"1"|0|0|4|7|1310|1090|1958|0|"98056"|47.4952|-122.178|1330|8249
"1722059021"|"20141217T000000"|336500|3|2|1830|12891|"1"|0|0|3|7|1830|0|1994|0|"98031"|47.3924|-122.192|2320|8709
"8899210090"|"20140714T000000"|360000|3|2.25|2130|8466|"1"|0|0|3|7|1290|840|1983|0|"98055"|47.4537|-122.211|2250|9682
"4019300155"|"20140821T000000"|911100|4|3.25|3330|33826|"2"|0|0|5|8|3330|0|1924|0|"98155"|47.7596|-122.275|2580|28707
"4364700165"|"20141124T000000"|249900|2|1|560|7560|"1"|0|0|3|6|560|0|1944|0|"98126"|47.5271|-122.375|990|7560
"0796000085"|"20140923T000000"|175000|4|1|1210|6250|"1"|0|0|3|7|1210|0|1962|0|"98168"|47.5008|-122.333|1210|8291
"7987401095"|"20141113T000000"|549950|3|2.5|2380|2500|"3"|0|3|3|9|2380|0|1988|0|"98126"|47.5734|-122.375|2270|5000
"1237500540"|"20141021T000000"|225000|3|1.75|1370|10866|"1"|0|0|4|6|1370|0|1945|0|"98052"|47.6774|-122.164|1580|14250
"1237500540"|"20141222T000000"|270000|3|1.75|1370|10866|"1"|0|0|4|6|1370|0|1945|0|"98052"|47.6774|-122.164|1580|14250
"3649100304"|"20140819T000000"|400000|3|2.25|1740|11040|"2"|0|0|3|8|1740|0|1980|0|"98028"|47.7376|-122.242|1720|11778
"0007400062"|"20140521T000000"|299800|2|1|790|5240|"1"|0|0|4|6|790|0|1925|0|"98118"|47.5303|-122.288|1430|5320
"6388910730"|"20140806T000000"|555000|3|2.5|2480|8676|"2"|0|0|4|8|2480|0|1989|0|"98056"|47.53|-122.172|2540|9496
"7882900120"|"20140507T000000"|230000|3|2.5|1920|9180|"2"|0|0|3|8|1920|0|1988|0|"98055"|47.4818|-122.231|1930|7252
"1865000040"|"20141210T000000"|360000|4|2.5|2750|6259|"2"|0|0|3|9|2750|0|2002|0|"98092"|47.3304|-122.179|2810|6824
"6821100246"|"20140903T000000"|415000|2|1|880|3200|"1"|0|0|3|7|880|0|1910|1970|"98199"|47.6575|-122.402|1880|6000
"8731981500"|"20140818T000000"|355000|4|1.75|2160|8000|"1"|0|0|4|9|1660|500|1976|0|"98023"|47.3165|-122.382|2350|8200
"6979910120"|"20150323T000000"|635000|4|2.5|2570|27972|"2"|0|0|3|8|2570|0|1997|0|"98053"|47.6343|-121.969|2500|29761
"2123700100"|"20141202T000000"|353000|5|2.75|2130|5000|"1"|0|0|5|7|1100|1030|1978|0|"98118"|47.5271|-122.274|1340|6837
"3425059141"|"20140528T000000"|999000|7|4|3150|34830|"1"|0|0|3|9|3150|0|1957|2005|"98007"|47.6029|-122.147|2390|12054
"3876600120"|"20150422T000000"|265000|3|1.5|1780|10196|"1"|0|0|4|7|1270|510|1967|0|"98001"|47.3375|-122.291|1320|7875
"4038000040"|"20150326T000000"|250000|4|1.75|1910|8250|"1"|0|0|4|7|1910|0|1959|0|"98008"|47.6131|-122.123|1500|8250
"6668900155"|"20140820T000000"|225000|2|1|1170|7142|"1"|0|0|3|7|1170|0|1951|0|"98155"|47.7497|-122.313|1170|7615
"8132700150"|"20140503T000000"|553000|2|1|900|5000|"1"|0|0|3|7|900|0|1944|0|"98117"|47.6883|-122.395|1280|5000
"4038800580"|"20140604T000000"|565000|5|2.5|2650|11455|"1"|0|0|3|7|1400|1250|1961|0|"98008"|47.6141|-122.116|1960|9880
"3331001910"|"20140818T000000"|312000|2|1|1170|5150|"1"|0|0|3|6|980|190|1907|0|"98118"|47.5503|-122.283|1660|5150
"2726079103"|"20140722T000000"|475000|3|2.5|2630|185130|"2"|0|0|3|9|2630|0|1991|0|"98014"|47.7035|-121.894|2630|210394
"7212651210"|"20141106T000000"|320000|4|2.75|2150|9163|"1"|0|0|3|8|1340|810|1992|0|"98003"|47.266|-122.307|2260|7750
"2026059119"|"20140825T000000"|453000|3|2|1430|9583|"1"|0|0|4|7|1430|0|1964|0|"98034"|47.7206|-122.197|1890|11100
"3330501120"|"20150325T000000"|320000|3|1|960|6180|"1"|0|0|4|6|960|0|1910|0|"98118"|47.5518|-122.279|1250|4120
"1250202324"|"20150122T000000"|610000|4|2.75|2640|8400|"1"|0|2|3|8|1440|1200|1947|0|"98144"|47.5882|-122.29|2610|6000
"3815500035"|"20140520T000000"|385000|3|1.5|1490|9630|"1"|0|0|4|8|1490|0|1959|0|"98028"|47.7623|-122.256|1960|10469
"5706600150"|"20140528T000000"|215000|3|1.75|1210|8075|"1"|0|0|4|6|1210|0|1983|0|"98001"|47.2666|-122.254|1310|8025
"8005100540"|"20140709T000000"|215000|4|1.5|1860|5040|"1.5"|0|0|5|8|1860|0|1920|0|"98022"|47.2077|-121.993|1680|5800
"0293720180"|"20141230T000000"|415000|3|2.5|1980|4274|"2"|0|0|3|7|1980|0|2003|0|"98028"|47.7767|-122.239|2000|4394
"5101405604"|"20140814T000000"|350000|1|1|900|6380|"1"|0|0|3|6|900|0|1947|0|"98125"|47.7019|-122.311|1830|6380
"5101405604"|"20150428T000000"|395000|1|1|900|6380|"1"|0|0|3|6|900|0|1947|0|"98125"|47.7019|-122.311|1830|6380
"2387000110"|"20141110T000000"|898000|2|1.75|1490|9874|"1"|0|0|4|7|1490|0|1963|0|"98004"|47.6246|-122.199|2280|9869
"7238000330"|"20141218T000000"|480000|3|2.5|2980|7338|"2"|0|0|3|8|2980|0|2006|0|"98055"|47.437|-122.207|3010|5267
"3879901295"|"20141110T000000"|1.24e+006|3|2.5|2660|1973|"3"|0|3|3|9|1870|790|2007|0|"98119"|47.6264|-122.364|1640|1369
"0326069131"|"20140611T000000"|599000|4|2.5|2790|230868|"2"|0|0|3|8|2790|0|1989|0|"98077"|47.7647|-122.019|1590|217800
"0629811340"|"20150508T000000"|770000|4|3|2800|9127|"2"|0|0|3|9|2800|0|1999|0|"98074"|47.6123|-122.007|2780|8165
"9808700650"|"20150313T000000"|1.208e+006|3|2.25|1590|8520|"2"|0|0|4|8|1590|0|1980|0|"98004"|47.6477|-122.216|2470|12005
"8964800755"|"20150116T000000"|1.59e+006|4|2.25|3240|11131|"1"|0|0|4|9|2080|1160|1953|0|"98004"|47.6182|-122.215|2300|12150
"1126059095"|"20140526T000000"|880000|3|2|2130|35169|"1"|0|0|4|8|2130|0|1989|0|"98072"|47.7489|-122.123|2860|43560
"1899400365"|"20140620T000000"|332000|3|2|1510|7884|"1"|0|0|3|6|1510|0|1942|2014|"98166"|47.4683|-122.348|1050|7620
"0259800410"|"20141106T000000"|445000|3|1.75|1750|7200|"1"|0|0|3|7|1750|0|1966|0|"98008"|47.6289|-122.119|1810|7590
"3523069047"|"20140825T000000"|849000|4|2.75|4010|87555|"2"|0|0|3|10|4010|0|2004|0|"98038"|47.4299|-121.998|2451|209523
"6852700476"|"20141211T000000"|752000|4|1.5|1650|2970|"1.5"|0|0|3|7|1650|0|1903|0|"98102"|47.6233|-122.319|1670|2970
"0424049043"|"20140811T000000"|450000|9|7.5|4050|6504|"2"|0|0|3|7|4050|0|1996|0|"98144"|47.5923|-122.301|1448|3866
"7646900360"|"20140918T000000"|420000|3|1|1320|5500|"1"|0|0|3|7|1320|0|1955|0|"98116"|47.5705|-122.398|1480|5250
"2991000220"|"20150317T000000"|330000|4|2.5|2310|6320|"2"|0|0|3|8|2310|0|1997|0|"98092"|47.3287|-122.167|1850|6181
"3034200366"|"20141203T000000"|409000|3|1.75|1440|9065|"1"|0|0|4|8|1440|0|1972|0|"98133"|47.7163|-122.333|1990|8812
"5127000410"|"20140627T000000"|350000|5|1.75|2330|14322|"1"|0|0|4|7|1180|1150|1968|0|"98059"|47.4768|-122.155|1690|10010
"2826079101"|"20150415T000000"|570000|4|2.5|2430|44001|"1"|0|0|3|8|2430|0|1994|0|"98019"|47.7125|-121.916|2200|46924
"3972900195"|"20140916T000000"|315000|3|1|1390|8333|"1"|0|0|3|7|1390|0|1982|0|"98155"|47.7652|-122.31|1320|7090
"8018600870"|"20141006T000000"|224000|2|1|1150|15000|"1"|0|0|3|6|1060|90|1930|2013|"98168"|47.4935|-122.316|1350|15000
"0257000038"|"20141006T000000"|293550|4|1.75|2120|9706|"1"|0|0|3|7|1370|750|1965|0|"98168"|47.4939|-122.297|1730|11337
"7981900110"|"20141003T000000"|350000|4|2.75|2300|3175|"1.5"|0|0|3|6|1340|960|1966|0|"98144"|47.5732|-122.305|1260|3175
"8965500880"|"20140916T000000"|1.108e+006|4|2.5|3320|9380|"2"|0|3|3|10|3320|0|1988|0|"98006"|47.5655|-122.114|2870|11779
"5253300437"|"20150319T000000"|442500|4|2.5|2400|7092|"2"|0|0|3|7|2400|0|1997|0|"98133"|47.7522|-122.338|2350|8310
"2523069172"|"20140804T000000"|616500|3|2.5|3580|118047|"1"|0|0|3|9|3240|340|1992|0|"98027"|47.4453|-121.98|3240|123275
"6388910360"|"20141119T000000"|506400|3|2.5|2100|9040|"1"|0|0|3|8|1700|400|1989|0|"98056"|47.5329|-122.173|2430|8809
"7326200110"|"20141222T000000"|324000|3|2.25|1550|4411|"2"|0|0|3|7|1550|0|2001|0|"98019"|47.7373|-121.966|1620|4621
"3701900085"|"20140805T000000"|169000|3|1.5|1570|6450|"1.5"|0|0|4|6|1570|0|1931|0|"98022"|47.2021|-121.996|1400|6450
"9376301520"|"20140529T000000"|595000|3|2|1480|5000|"1"|0|0|4|7|750|730|1928|0|"98117"|47.6859|-122.37|1250|4000
"2111000580"|"20140521T000000"|299900|3|2.5|2720|6014|"2"|0|0|3|7|2720|0|2002|0|"98092"|47.3344|-122.174|2760|6537
"8645510230"|"20140529T000000"|332000|3|2.25|2270|8876|"1"|0|0|3|7|1380|890|1977|0|"98058"|47.4653|-122.176|2150|7455
"6204410330"|"20141020T000000"|432000|4|1.75|2410|8400|"1"|0|0|3|7|1600|810|1978|0|"98011"|47.7341|-122.2|1850|8400
"8159300040"|"20141002T000000"|510000|4|2.75|2730|9112|"1"|0|2|3|9|1740|990|1996|0|"98198"|47.4005|-122.312|3050|10454
"8091410530"|"20150501T000000"|270000|3|2.5|1540|7739|"2"|0|0|4|7|1540|0|1986|0|"98030"|47.3511|-122.169|1720|7200
"8653600100"|"20150330T000000"|750000|5|2.5|3120|15593|"2"|0|4|3|11|3120|0|1986|0|"98074"|47.6142|-122.065|3390|17003
"9550202730"|"20141014T000000"|509250|2|1.5|1480|3120|"1"|0|0|3|7|930|550|1914|2007|"98105"|47.6684|-122.323|1000|3780
"8651410740"|"20150219T000000"|189000|3|1|860|5200|"1"|0|0|5|6|860|0|1969|0|"98042"|47.3677|-122.078|1010|5200
"0225039177"|"20141208T000000"|726500|4|2.5|2180|3893|"2"|0|0|3|8|2180|0|1999|0|"98117"|47.6886|-122.388|1710|4550
"6082400191"|"20140619T000000"|287000|3|2|1300|11374|"1.5"|0|0|5|7|1300|0|1933|0|"98168"|47.4839|-122.302|1480|9670
"3622069095"|"20140917T000000"|679000|4|3.5|3420|49223|"2"|0|0|3|9|3420|0|2004|0|"98010"|47.3534|-121.992|3580|49223
"6666860210"|"20140602T000000"|316000|3|2.25|2130|8721|"1"|0|0|3|8|1570|560|1987|0|"98031"|47.4202|-122.204|2130|9477
"8161000230"|"20150427T000000"|498000|4|2.5|2300|22445|"2"|0|0|4|8|2300|0|1992|0|"98014"|47.6454|-121.902|2640|21886
"7214820610"|"20141007T000000"|448000|4|1.75|2560|8270|"1"|0|0|3|7|1480|1080|1979|0|"98072"|47.7572|-122.147|2320|8450
"0434000040"|"20140527T000000"|535000|2|1|1040|5527|"1"|0|0|3|7|1040|0|1951|0|"98115"|47.6774|-122.284|2080|7020
"8914200220"|"20150116T000000"|560000|4|3|3080|9601|"2"|0|1|3|10|3080|0|1990|0|"98003"|47.334|-122.332|3200|9375
"6072760210"|"20141002T000000"|437850|4|2.25|2670|14255|"1"|0|0|4|8|1610|1060|1975|0|"98006"|47.5623|-122.175|2470|10290
"9485950040"|"20140606T000000"|435000|4|2.75|3270|50994|"2"|0|0|4|8|2720|550|1983|0|"98042"|47.347|-122.087|2780|36036
"4027700456"|"20140619T000000"|510000|4|2.5|2610|8031|"2"|0|0|3|8|2610|0|1998|0|"98155"|47.7717|-122.27|2320|8031
"1023059365"|"20140506T000000"|520000|3|2.5|2460|54885|"2"|0|0|4|8|2460|0|1980|0|"98059"|47.4996|-122.146|2770|21407
"8944600620"|"20140703T000000"|509000|2|1.5|1930|3521|"2"|0|0|3|8|1930|0|1989|0|"98007"|47.6092|-122.146|1840|3576
"2997800090"|"20150406T000000"|575000|3|1|1220|5652|"1"|0|0|3|6|1220|0|1905|0|"98116"|47.5767|-122.408|1490|2467
"2787700150"|"20150422T000000"|365000|4|2.5|2030|7210|"1"|0|0|5|7|1330|700|1969|0|"98059"|47.5067|-122.16|1980|7560
"4055701110"|"20140612T000000"|795000|3|2|2420|17859|"1"|0|1|5|9|1500|920|1979|0|"98034"|47.7074|-122.246|2955|17859
"2517000790"|"20140611T000000"|285000|3|2.5|1870|4060|"2"|0|0|3|7|1870|0|2005|0|"98042"|47.3986|-122.163|2190|4060
